"Site","SamplingDate","PlantYr","Nrate","Block","Plot","DryBM.Mg.ha.","Nrate.IS","Wp","GrowingSeason","GS","StandAge","GS.Age.ID","GS.Age.Wp.ID","Location"
"SERF",2017-03-07,"2015 PlantYear",0,"III",44,15.15019591,0,"III 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIII 2015","SE Iowa"
"SERF",2017-03-07,"2015 PlantYear",400,"III",45,14.10819565,448,"III 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIII 2015","SE Iowa"
"SERF",2017-03-07,"2015 PlantYear",300,"IV",51,18.11287143,336,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","SE Iowa"
"SERF",2017-03-07,"2015 PlantYear",100,"IV",52,10.6066338,112,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","SE Iowa"
"SERF",2017-03-07,"2015 PlantYear",400,"IV",53,10.99337255,448,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","SE Iowa"
"SERF",2017-03-07,"2015 PlantYear",200,"IV",54,12.10204598,224,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","SE Iowa"
"SERF",2017-03-07,"2015 PlantYear",0,"IV",55,13.23832573,0,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","SE Iowa"
"SERF",2017-03-07,"2016 PlantYear",0,"IV",56,5.49493184,0,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","SE Iowa"
"SERF",2017-03-07,"2016 PlantYear",300,"IV",57,7.497875,336,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","SE Iowa"
"SERF",2017-03-07,"2016 PlantYear",400,"IV",58,8.53358209,448,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","SE Iowa"
"SERF",2017-03-07,"2016 PlantYear",100,"IV",59,6.022575,112,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","SE Iowa"
"SERF",2017-03-07,"2016 PlantYear",200,"IV",60,6.486387805,224,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","SE Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",100,"I",1,18.78805556,112,"I 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpI 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",300,"I",2,18.92244624,336,"I 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpI 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",400,"I",3,18.40495431,448,"I 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpI 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",0,"I",4,20.41959799,0,"I 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpI 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",200,"I",5,24.36,224,"I 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpI 2015","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",400,"I",6,5.158375757,448,"I 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpI 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",0,"I",7,4.348511905,0,"I 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpI 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",300,"I",8,5.109951429,336,"I 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpI 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",200,"I",9,5.427569231,224,"I 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpI 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",100,"I",10,6.517910959,112,"I 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpI 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",100,"II",16,6.36060241,112,"II 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",400,"II",17,NA,448,"II 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",200,"II",18,5.788815789,224,"II 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",0,"II",19,6.049098837,0,"II 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",300,"II",20,6.102943396,336,"II 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpII 2016","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",100,"II",26,15.21517241,112,"II 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",400,"II",27,15.1427027,448,"II 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",0,"II",28,10.6338414,0,"II 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",300,"II",29,16.4726,336,"II 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",200,"II",30,16.83611111,224,"II 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpII 2015","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",100,"III",36,2.350264151,112,"III 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",400,"III",37,5.4808875,448,"III 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",300,"III",38,4.920459184,336,"III 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",0,"III",39,5.170536585,0,"III 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIII 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",200,"III",40,8.086044304,224,"III 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIII 2016","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",100,"III",41,14.3940163,112,"III 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",300,"III",42,17.26670817,336,"III 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",200,"III",43,14.90203568,224,"III 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",0,"III",44,17.87688034,0,"III 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",400,"III",45,15.098819,448,"III 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIII 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",300,"IV",51,18.67348462,336,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",100,"IV",52,12.61972848,112,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",400,"IV",53,17.07974131,448,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",200,"IV",54,21.14434471,224,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","Central Iowa"
"Sorenson",2017-01-23,"2015 PlantYear",0,"IV",55,14.14754386,0,"IV 2015","2016 GrowingSeason","2016 GS","2 yr old","2016 GS - 2 yr old","2016 GS - 2 yr old x WpIV 2015","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",0,"IV",56,5.538477064,0,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",300,"IV",57,6.942946237,336,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",400,"IV",58,6.412095745,448,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",100,"IV",59,8.598822581,112,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","Central Iowa"
"Sorenson",2017-01-23,"2016 PlantYear",200,"IV",60,7.152528235,224,"IV 2016","2016 GrowingSeason","2016 GS","1 yr old","2016 GS - 1 yr old","2016 GS - 1 yr old x WpIV 2016","Central Iowa"
"Allee",2018-02-23,"2015 PlantYear",100,"I",1,21.15606639,112,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",300,"I",2,19.37345455,336,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",400,"I",3,20.2211465,448,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",0,"I",4,21.73844697,0,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",200,"I",5,20.69100585,224,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",400,"I",6,11.18132977,448,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",0,"I",7,16.60731469,0,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",300,"I",8,9.959529412,336,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",200,"I",9,10.57128834,224,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",100,"I",10,11.19596429,112,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",300,"I",11,4.46475502,336,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",200,"I",12,4.813333333,224,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",400,"I",13,1.939644828,448,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",0,"I",14,6.561857143,0,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",100,"I",15,3.874990286,112,"I 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpI 2017","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",100,"II",16,14.62824215,112,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",400,"II",17,13.83448795,448,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",200,"II",18,14.54229167,224,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",0,"II",19,11.31761491,0,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",300,"II",20,13.54119769,336,"II 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpII 2016","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",300,"II",21,5.083548387,336,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",400,"II",22,6.939978102,448,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",100,"II",23,8.102571429,112,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",0,"II",24,7.893622609,0,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",200,"II",25,4.307145695,224,"II 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpII 2017","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",100,"II",26,19.84805102,112,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",400,"II",27,19.47375,448,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",0,"II",28,24.69913743,0,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",300,"II",29,24.91079427,336,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",200,"II",30,21.48232759,224,"II 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpII 2015","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",100,"III",31,8.161804054,112,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",300,"III",32,8.214127273,336,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",200,"III",33,6.600253165,224,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",400,"III",34,5.43,448,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",0,"III",35,5.660723377,0,"III 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIII 2017","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",100,"III",36,18.50056701,112,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",400,"III",37,NA,448,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",300,"III",38,NA,336,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",0,"III",39,NA,0,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",200,"III",40,16.36973109,224,"III 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIII 2016","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",100,"III",41,17.29583835,112,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",300,"III",42,18.61447297,336,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",200,"III",43,19.86846154,224,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",0,"III",44,19.34118642,0,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",400,"III",45,18.68159837,448,"III 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIII 2015","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",0,"IV",46,4.775279851,0,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",300,"IV",47,3.927164286,336,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",400,"IV",48,4.131105556,448,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",100,"IV",49,6.476508621,112,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","NW Iowa"
"Allee",2018-02-23,"2017 PlantYear",200,"IV",50,4.596483186,224,"IV 2017","2017 GrowingSeason","2017 GS","1 yr old","2017 GS - 1 yr old","2017 GS - 1 yr old x WpIV 2017","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",300,"IV",51,22.0504136,336,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",100,"IV",52,22.80088824,112,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",400,"IV",53,20.12601667,448,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",200,"IV",54,22.28921233,224,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","NW Iowa"
"Allee",2018-02-23,"2015 PlantYear",0,"IV",55,24.7536283,0,"IV 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpIV 2015","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",0,"IV",56,8.882992593,0,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",300,"IV",57,15.18485401,336,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",400,"IV",58,14.11949743,448,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",100,"IV",59,18.86879583,112,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","NW Iowa"
"Allee",2018-02-23,"2016 PlantYear",200,"IV",60,15.18377228,224,"IV 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpIV 2016","NW Iowa"
"SERF",2018-03-09,"2015 PlantYear",100,"I",1,32.35635417,112,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",300,"I",2,26.90078571,336,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",400,"I",3,19.75386957,448,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",0,"I",4,26.08790625,0,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","SE Iowa"
"SERF",2018-03-09,"2015 PlantYear",200,"I",5,27.00218935,224,"I 2015","2017 GrowingSeason","2017 GS","3 yr old","2017 GS - 3 yr old","2017 GS - 3 yr old x WpI 2015","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",400,"I",6,25.5737625,448,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",0,"I",7,16.75478378,0,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",300,"I",8,25.39808066,336,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",200,"I",9,29.68303341,224,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","SE Iowa"
"SERF",2018-03-09,"2016 PlantYear",100,"I",10,32.00656696,112,"I 2016","2017 GrowingSeason","2017 GS","2 yr old","2017 GS - 2 yr old","2017 GS - 2 yr old x WpI 2016","SE Iowa"
